都道府県	市区町村	町名
滋賀県	長浜市	湖北町山本
滋賀県	長浜市	湖北町山脇
滋賀県	長浜市	湖北町八日市
滋賀県	長浜市	湖北東尾上町
滋賀県	長浜市	小堀町
滋賀県	長浜市	五村
滋賀県	長浜市	小室町
滋賀県	長浜市	桜町
滋賀県	長浜市	佐野町
滋賀県	長浜市	三和町
滋賀県	長浜市	七条町
滋賀県	長浜市	地福寺町
滋賀県	長浜市	下坂中町
滋賀県	長浜市	下坂浜町
滋賀県	長浜市	下之郷町
滋賀県	長浜市	下八木町
滋賀県	長浜市	下山田
滋賀県	長浜市	十里町
滋賀県	長浜市	十九町
滋賀県	長浜市	常喜町
滋賀県	長浜市	新旭町
滋賀県	長浜市	新庄寺町
滋賀県	長浜市	新庄中町
滋賀県	長浜市	新庄馬場町
滋賀県	長浜市	神前町
滋賀県	長浜市	新三田
滋賀県	長浜市	酢
滋賀県	長浜市	末広町
滋賀県	長浜市	須賀谷町
滋賀県	長浜市	相撲町
滋賀県	長浜市	相撲庭町
滋賀県	長浜市	曽根町
滋賀県	長浜市	尊勝寺町
滋賀県	長浜市	尊野町
滋賀県	長浜市	大光寺町
滋賀県	長浜市	醍醐町
滋賀県	長浜市	大寺町
滋賀県	長浜市	大門町
滋賀県	長浜市	高田町
滋賀県	長浜市	高月町雨森
滋賀県	長浜市	高月町磯野
滋賀県	長浜市	高月町井口
滋賀県	長浜市	高月町宇根
滋賀県	長浜市	高月町落川
滋賀県	長浜市	高月町尾山
滋賀県	長浜市	高月町柏原
滋賀県	長浜市	高月町片山
滋賀県	長浜市	高月町唐川
滋賀県	長浜市	高月町熊野
滋賀県	長浜市	高月町重則
滋賀県	長浜市	高月町高月
滋賀県	長浜市	高月町高野
滋賀県	長浜市	高月町渡岸寺
滋賀県	長浜市	高月町西阿閉
滋賀県	長浜市	高月町西野
滋賀県	長浜市	高月町西物部
滋賀県	長浜市	高月町西柳野
滋賀県	長浜市	高月町東阿閉
滋賀県	長浜市	高月町東高田
滋賀県	長浜市	高月町東物部
滋賀県	長浜市	高月町東柳野
滋賀県	長浜市	高月町布施
滋賀県	長浜市	高月町保延寺
滋賀県	長浜市	高月町洞戸
滋賀県	長浜市	高月町馬上
滋賀県	長浜市	高月町松尾
滋賀県	長浜市	高月町持寺
滋賀県	長浜市	高月町森本
滋賀県	長浜市	高月町柳野中
滋賀県	長浜市	高月町横山
滋賀県	長浜市	高橋町
滋賀県	長浜市	高畑町
滋賀県	長浜市	高山町
滋賀県	長浜市	田川町
滋賀県	長浜市	田町
滋賀県	長浜市	谷口町
滋賀県	長浜市	田村町
滋賀県	長浜市	千草町
滋賀県	長浜市	月ヶ瀬町
滋賀県	長浜市	鶴が島
滋賀県	長浜市	寺師町
滋賀県	長浜市	寺田町
滋賀県	長浜市	当目町
滋賀県	長浜市	徳山町
滋賀県	長浜市	殿町
滋賀県	長浜市	鳥羽上町
滋賀県	長浜市	富田町
滋賀県	長浜市	長田町
滋賀県	長浜市	中野町
滋賀県	長浜市	中浜
滋賀県	長浜市	中山町
滋賀県	長浜市	名越町
滋賀県	長浜市	南郷町
滋賀県	長浜市	難波町
滋賀県	長浜市	新栄町
滋賀県	長浜市	西浅井町大浦
滋賀県	長浜市	西浅井町小山
滋賀県	長浜市	西浅井町沓掛
滋賀県	長浜市	西浅井町黒山
滋賀県	長浜市	西浅井町塩津中
滋賀県	長浜市	西浅井町塩津浜
滋賀県	長浜市	西浅井町集福寺
滋賀県	長浜市	西浅井町庄
滋賀県	長浜市	西浅井町菅浦
滋賀県	長浜市	西浅井町月出
滋賀県	長浜市	西浅井町中
滋賀県	長浜市	西浅井町野坂
滋賀県	長浜市	西浅井町八田部
滋賀県	長浜市	西浅井町祝山
滋賀県	長浜市	西浅井町岩熊
滋賀県	長浜市	西浅井町山門
滋賀県	長浜市	西浅井町山田
滋賀県	長浜市	西浅井町余
滋賀県	長浜市	西浅井町横波
滋賀県	長浜市	西大井町
滋賀県	長浜市	西主計町
滋賀県	長浜市	西上坂町
滋賀県	長浜市	錦織町
滋賀県	長浜市	西新三田
滋賀県	長浜市	西野町
滋賀県	長浜市	西村町
滋賀県	長浜市	新居町
滋賀県	長浜市	乗倉町
滋賀県	長浜市	野瀬町
滋賀県	長浜市	野田町
滋賀県	長浜市	野寺町
滋賀県	長浜市	野村町
滋賀県	長浜市	八条町
滋賀県	長浜市	早崎町
滋賀県	長浜市	春近町
滋賀県	長浜市	東主計町
滋賀県	長浜市	東上坂町
滋賀県	長浜市	東野町
滋賀県	長浜市	平方南町
滋賀県	長浜市	平方町
滋賀県	長浜市	平塚町
滋賀県	長浜市	布勢町
滋賀県	長浜市	分木町
滋賀県	長浜市	保田町
滋賀県	長浜市	法楽寺町
滋賀県	長浜市	細江町
滋賀県	長浜市	保多町
滋賀県	長浜市	堀部町
滋賀県	長浜市	本庄町
滋賀県	長浜市	本町
滋賀県	長浜市	益田町
滋賀県	長浜市	三川町
滋賀県	長浜市	御館
滋賀県	長浜市	三田町
滋賀県	長浜市	三ツ矢町
滋賀県	長浜市	三ツ矢元町
滋賀県	長浜市	港町
滋賀県	長浜市	南池町
滋賀県	長浜市	南小足町
滋賀県	長浜市	南呉服町
滋賀県	長浜市	南高田町
滋賀県	長浜市	南田附町
滋賀県	長浜市	南浜町
滋賀県	長浜市	宮司町
滋賀県	長浜市	宮部町
滋賀県	長浜市	宮前町
滋賀県	長浜市	室町
滋賀県	長浜市	元浜町
滋賀県	長浜市	森町
滋賀県	長浜市	八木浜町
滋賀県	長浜市	八島町
滋賀県	長浜市	弥高町
滋賀県	長浜市	山階町
滋賀県	長浜市	山ノ前町
滋賀県	長浜市	八幡中山町
滋賀県	長浜市	八幡東町
滋賀県	長浜市	弓削町
滋賀県	長浜市	湯次町
滋賀県	長浜市	余呉町池原
滋賀県	長浜市	余呉町今市
滋賀県	長浜市	余呉町小谷
滋賀県	長浜市	余呉町奥川並
滋賀県	長浜市	余呉町尾羽梨
滋賀県	長浜市	余呉町小原
滋賀県	長浜市	余呉町上丹生
滋賀県	長浜市	余呉町川並
滋賀県	長浜市	余呉町国安
滋賀県	長浜市	余呉町坂口
滋賀県	長浜市	余呉町下丹生
滋賀県	長浜市	余呉町下余呉
滋賀県	長浜市	余呉町新堂
滋賀県	長浜市	余呉町菅並
滋賀県	長浜市	余呉町摺墨
滋賀県	長浜市	余呉町田戸
滋賀県	長浜市	余呉町椿坂
滋賀県	長浜市	余呉町中河内
滋賀県	長浜市	余呉町中之郷
滋賀県	長浜市	余呉町針川
滋賀県	長浜市	余呉町東野
滋賀県	長浜市	余呉町文室
滋賀県	長浜市	余呉町八戸
滋賀県	長浜市	余呉町柳ケ瀬
滋賀県	長浜市	余呉町鷲見
滋賀県	長浜市	四ツ塚町
滋賀県	長浜市	力丸町
滋賀県	長浜市	竜安寺町
滋賀県	長浜市	列見町
滋賀県	近江八幡市	間之町
滋賀県	近江八幡市	赤尾町
滋賀県	近江八幡市	浅小井町
滋賀県	近江八幡市	安土町石寺
滋賀県	近江八幡市	安土町内野
滋賀県	近江八幡市	安土町上出
滋賀県	近江八幡市	安土町上豊浦
滋賀県	近江八幡市	安土町桑実寺
滋賀県	近江八幡市	安土町小中
滋賀県	近江八幡市	安土町香庄
滋賀県	近江八幡市	安土町慈恩寺
滋賀県	近江八幡市	安土町下豊浦
滋賀県	近江八幡市	安土町常楽寺
滋賀県	近江八幡市	安土町大中
滋賀県	近江八幡市	安土町中屋
滋賀県	近江八幡市	安土町西老蘇
滋賀県	近江八幡市	安土町東老蘇
滋賀県	近江八幡市	安土町宮津
滋賀県	近江八幡市	安養寺町
滋賀県	近江八幡市	生須町
滋賀県	近江八幡市	池田本町
滋賀県	近江八幡市	池田町
滋賀県	近江八幡市	為心町上
滋賀県	近江八幡市	為心町中
滋賀県	近江八幡市	為心町元
滋賀県	近江八幡市	板屋町
滋賀県	近江八幡市	市井町
滋賀県	近江八幡市	上田町
滋賀県	近江八幡市	上野町
滋賀県	近江八幡市	上畑町
滋賀県	近江八幡市	宇津呂町
滋賀県	近江八幡市	魚屋町上
滋賀県	近江八幡市	魚屋町中
滋賀県	近江八幡市	魚屋町元
滋賀県	近江八幡市	江頭町
滋賀県	近江八幡市	江南町
滋賀県	近江八幡市	大杉町
滋賀県	近江八幡市	大房町
滋賀県	近江八幡市	大森町
滋賀県	近江八幡市	沖島町
滋賀県	近江八幡市	長田町
滋賀県	近江八幡市	小田町
滋賀県	近江八幡市	音羽町
滋賀県	近江八幡市	小幡町上
滋賀県	近江八幡市	小幡町中
滋賀県	近江八幡市	鍵之手町
滋賀県	近江八幡市	鍛治屋町
滋賀県	近江八幡市	加茂町
滋賀県	近江八幡市	川原町
滋賀県	近江八幡市	北末町
滋賀県	近江八幡市	北津田町
滋賀県	近江八幡市	北之庄町
滋賀県	近江八幡市	北元町
滋賀県	近江八幡市	倉橋部町
滋賀県	近江八幡市	御所内町
滋賀県	近江八幡市	小船木町
滋賀県	近江八幡市	金剛寺町
滋賀県	近江八幡市	佐久間町
滋賀県	近江八幡市	桜宮町
滋賀県	近江八幡市	佐波江町
滋賀県	近江八幡市	慈恩寺町上
滋賀県	近江八幡市	慈恩寺町中
滋賀県	近江八幡市	慈恩寺町元
滋賀県	近江八幡市	篠原町
滋賀県	近江八幡市	島町
滋賀県	近江八幡市	十王町
滋賀県	近江八幡市	正神町
滋賀県	近江八幡市	浄土寺町
滋賀県	近江八幡市	白王町
滋賀県	近江八幡市	白鳥町
滋賀県	近江八幡市	新左衛門町
滋賀県	近江八幡市	新栄町
滋賀県	近江八幡市	新巻町
滋賀県	近江八幡市	新町
滋賀県	近江八幡市	水茎町
滋賀県	近江八幡市	末広町
滋賀県	近江八幡市	杉森町
滋賀県	近江八幡市	仲屋町上
滋賀県	近江八幡市	仲屋町中
滋賀県	近江八幡市	仲屋町元
滋賀県	近江八幡市	千僧供町
滋賀県	近江八幡市	大工町
滋賀県	近江八幡市	大中町
滋賀県	近江八幡市	鷹飼町
滋賀県	近江八幡市	鷹飼町北
滋賀県	近江八幡市	鷹飼町東
滋賀県	近江八幡市	鷹飼町南
滋賀県	近江八幡市	多賀町
滋賀県	近江八幡市	竹町
滋賀県	近江八幡市	田中江町
滋賀県	近江八幡市	玉木町
滋賀県	近江八幡市	玉屋町
滋賀県	近江八幡市	長光寺町
滋賀県	近江八幡市	長福寺町
滋賀県	近江八幡市	長命寺町
滋賀県	近江八幡市	津田町
滋賀県	近江八幡市	土田町
滋賀県	近江八幡市	鉄炮町
滋賀県	近江八幡市	出町
滋賀県	近江八幡市	友定町
滋賀県	近江八幡市	中小森町
滋賀県	近江八幡市	中之庄町
滋賀県	近江八幡市	永原町上
滋賀県	近江八幡市	永原町中
滋賀県	近江八幡市	永原町元
滋賀県	近江八幡市	中村町
滋賀県	近江八幡市	縄手町末
滋賀県	近江八幡市	縄手町中
滋賀県	近江八幡市	縄手町元
滋賀県	近江八幡市	西宿町
滋賀県	近江八幡市	西末町
滋賀県	近江八幡市	西畳屋町
滋賀県	近江八幡市	西庄町
滋賀県	近江八幡市	西本郷町
滋賀県	近江八幡市	西本郷町西
滋賀県	近江八幡市	西本郷町東
滋賀県	近江八幡市	西元町
滋賀県	近江八幡市	西生来町
滋賀県	近江八幡市	野田町
滋賀県	近江八幡市	野村町
滋賀県	近江八幡市	博労町上
滋賀県	近江八幡市	博労町中
滋賀県	近江八幡市	博労町元
滋賀県	近江八幡市	八幡町
滋賀県	近江八幡市	東川町
滋賀県	近江八幡市	東畳屋町
滋賀県	近江八幡市	東町
滋賀県	近江八幡市	東横関町
滋賀県	近江八幡市	日杉町
滋賀県	近江八幡市	日吉野町
滋賀県	近江八幡市	船木町
滋賀県	近江八幡市	船町
滋賀県	近江八幡市	古川町
滋賀県	近江八幡市	堀上町
滋賀県	近江八幡市	本町
滋賀県	近江八幡市	牧町
滋賀県	近江八幡市	孫平治町
滋賀県	近江八幡市	益田町
滋賀県	近江八幡市	馬淵町
滋賀県	近江八幡市	丸の内町
滋賀県	近江八幡市	円山町
滋賀県	近江八幡市	緑町
滋賀県	近江八幡市	南津田町
滋賀県	近江八幡市	南本郷町
滋賀県	近江八幡市	宮内町
滋賀県	近江八幡市	武佐町
滋賀県	近江八幡市	元水茎町
滋賀県	近江八幡市	元玉屋町
滋賀県	近江八幡市	森尻町
滋賀県	近江八幡市	八木町
滋賀県	近江八幡市	薬師町
滋賀県	近江八幡市	柳町
滋賀県	近江八幡市	若葉町
滋賀県	近江八幡市	若宮町
滋賀県	草津市	青地町
滋賀県	草津市	芦浦町
滋賀県	草津市	集町
滋賀県	草津市	穴村町
滋賀県	草津市	追分
滋賀県	草津市	追分南
