都道府県	市区町村	町名
京都府	京都市北区	西賀茂鑓磨岩
京都府	京都市北区	平野上八丁柳町
京都府	京都市北区	平野上柳町
京都府	京都市北区	平野桜木町
京都府	京都市北区	平野鳥居前町
京都府	京都市北区	平野八丁柳町
京都府	京都市北区	平野東柳町
京都府	京都市北区	平野宮北町
京都府	京都市北区	平野宮敷町
京都府	京都市北区	平野宮西町
京都府	京都市北区	平野宮本町
京都府	京都市北区	真弓善福
京都府	京都市北区	真弓八幡町
京都府	京都市北区	紫野今宮町
京都府	京都市北区	紫野上野町
京都府	京都市北区	紫野雲林院町
京都府	京都市北区	紫野上柏野町
京都府	京都市北区	紫野上御所田町
京都府	京都市北区	紫野上石龍町
京都府	京都市北区	紫野上築山町
京都府	京都市北区	紫野上鳥田町
京都府	京都市北区	紫野上御輿町
京都府	京都市北区	紫野上門前町
京都府	京都市北区	紫野上柳町
京都府	京都市北区	紫野上若草町
京都府	京都市北区	紫野北花ノ坊町
京都府	京都市北区	紫野北舟岡町
京都府	京都市北区	紫野郷ノ上町
京都府	京都市北区	紫野下柏野町
京都府	京都市北区	紫野下石龍町
京都府	京都市北区	紫野下築山町
京都府	京都市北区	紫野下鳥田町
京都府	京都市北区	紫野下御輿町
京都府	京都市北区	紫野下門前町
京都府	京都市北区	紫野下柳町
京都府	京都市北区	紫野下若草町
京都府	京都市北区	紫野十二坊町
京都府	京都市北区	紫野石龍町
京都府	京都市北区	紫野泉堂町
京都府	京都市北区	紫野大徳寺町
京都府	京都市北区	紫野中柏野町
京都府	京都市北区	紫野西御所田町
京都府	京都市北区	紫野西泉堂町
京都府	京都市北区	紫野西土居町
京都府	京都市北区	紫野西野町
京都府	京都市北区	紫野西藤ノ森町
京都府	京都市北区	紫野西舟岡町
京都府	京都市北区	紫野西蓮台野町
京都府	京都市北区	紫野花ノ坊町
京都府	京都市北区	紫野東御所田町
京都府	京都市北区	紫野東泉堂町
京都府	京都市北区	紫野東野町
京都府	京都市北区	紫野東藤ノ森町
京都府	京都市北区	紫野東舟岡町
京都府	京都市北区	紫野東蓮台野町
京都府	京都市北区	紫野南花ノ坊町
京都府	京都市北区	紫野南舟岡町
京都府	京都市北区	紫野宮西町
京都府	京都市北区	紫野宮東町
京都府	京都市北区	紫野門前町
京都府	京都市上京区	相生町
京都府	京都市上京区	愛染寺町
京都府	京都市上京区	飛鳥井町
京都府	京都市上京区	油橋詰町
京都府	京都市上京区	尼ケ崎横町
京都府	京都市上京区	阿弥陀寺町
京都府	京都市上京区	阿弥陀寺前町
京都府	京都市上京区	有春町
京都府	京都市上京区	有馬町
京都府	京都市上京区	安楽小路町
京都府	京都市上京区	家永町
京都府	京都市上京区	伊佐町
京都府	京都市上京区	石薬師町
京都府	京都市上京区	伊勢殿構町
京都府	京都市上京区	伊勢屋町
京都府	京都市上京区	井田町
京都府	京都市上京区	一観音町
京都府	京都市上京区	一条殿町
京都府	京都市上京区	一条横町
京都府	京都市上京区	一番町
京都府	京都市上京区	一松町
京都府	京都市上京区	一色町
京都府	京都市上京区	一真町
京都府	京都市上京区	一町目（上長者町通堀川東入、東堀川通上長者町上る、東堀川通中立売通下る）
京都府	京都市上京区	一町目（大宮通椹木町下る、大宮通丸太町上る、椹木町通大宮西
京都府	京都市上京区	入、丸太町通大宮東入）
京都府	京都市上京区	一町目（松屋町通出水下る、松屋町通下立売上る）
京都府	京都市上京区	五辻町
京都府	京都市上京区	糸屋町
京都府	京都市上京区	稲葉町
京都府	京都市上京区	戌亥町
京都府	京都市上京区	猪熊
京都府	京都市上京区	射場町
京都府	京都市上京区	今薬屋町
京都府	京都市上京区	今新在家町
京都府	京都市上京区	今図子町
京都府	京都市上京区	今出川町（烏丸通今出川上る、烏丸通今出川下る、今出川通烏丸西
京都府	京都市上京区	入、今出川通室町東入）
京都府	京都市上京区	今出川町（元誓願寺通浄福寺西入、元誓願寺通浄福寺東入、浄福寺通
京都府	京都市上京区	元誓願寺上る、浄福寺通元誓願寺下る）
京都府	京都市上京区	浮田町
京都府	京都市上京区	内構町
京都府	京都市上京区	靭屋町
京都府	京都市上京区	姥ケ榎木町
京都府	京都市上京区	姥ケ北町
京都府	京都市上京区	姥ケ寺之前町
京都府	京都市上京区	姥ケ東西町
京都府	京都市上京区	姥ケ西町
京都府	京都市上京区	梅屋町
京都府	京都市上京区	裏築地町
京都府	京都市上京区	裏風呂町
京都府	京都市上京区	榎町
京都府	京都市上京区	夷川町
京都府	京都市上京区	蛭子町（上立売通浄福寺西入、浄福寺通上立売下る）
京都府	京都市上京区	蛭子町（猪熊通出水上る、猪熊通下長者町下る、下長者町通
京都府	京都市上京区	猪熊西入、下長者町通猪熊東入、出水通猪熊西入、出水通猪熊東入）
京都府	京都市上京区	閻魔前町
京都府	京都市上京区	老松町
京都府	京都市上京区	桜鶴円町
京都府	京都市上京区	正親町
京都府	京都市上京区	扇町（寺町通今出川下る、寺町通石薬師上る、寺町通石薬師下
京都府	京都市上京区	る、寺町通広小路上る、石薬師通寺町東入）
京都府	京都市上京区	扇町（堀川通寺之内上る、堀川通上御霊前上る、上御霊前通堀川東入）
京都府	京都市上京区	大猪熊町（寺之内通大宮西入、寺之内通智恵光院西入、寺之内通智
京都府	京都市上京区	恵光院東入、寺之内通大宮東入、智恵光院通寺之内下る）
京都府	京都市上京区	大猪熊町（中筋通石薬師上る、石薬師通河原町西入、石薬師通寺町
京都府	京都市上京区	東入、石薬師通中筋西入、石薬師通中筋東入）
京都府	京都市上京区	大上之町
京都府	京都市上京区	大北小路東町
京都府	京都市上京区	大原口町
京都府	京都市上京区	大原口突抜町
京都府	京都市上京区	大東町
京都府	京都市上京区	大峰図子町
京都府	京都市上京区	大宮町（今出川通河原町西入、今出川通寺町東入、今出川通寺町東
京都府	京都市上京区	入下る、河原町通今出川下る、河原町通今出川下る西入、寺町通今出川下る東
京都府	京都市上京区	入、中筋通石薬師上る）
京都府	京都市上京区	大宮町（上の下立売通御前西入、上の下立売通御前西入上る、
京都府	京都市上京区	上の下立売通天神道東入、下立売通御前西入、下立売通御前西入上る）
京都府	京都市上京区	岡松町
京都府	京都市上京区	小川町
京都府	京都市上京区	表町
京都府	京都市上京区	戒光寺町
京都府	京都市上京区	甲斐守町
京都府	京都市上京区	鏡石町
京都府	京都市上京区	加賀屋町
京都府	京都市上京区	勘解由小路町
京都府	京都市上京区	梶井町
京都府	京都市上京区	頭町（油小路通元誓願寺下る、元誓願寺通油小路西入）
京都府	京都市上京区	頭町（上長者町通西洞院西入、西洞院通上長者町下る、西洞院通
京都府	京都市上京区	下長者町上る、西洞院通中長者町上る、西洞院通中長者町下る）
京都府	京都市上京区	柏清盛町
京都府	京都市上京区	春日町
京都府	京都市上京区	片原町
京都府	京都市上京区	上生洲町
京都府	京都市上京区	上小川町
京都府	京都市上京区	上鍛冶町
京都府	京都市上京区	上片原町
京都府	京都市上京区	上木下町
京都府	京都市上京区	上御霊竪町
京都府	京都市上京区	上御霊中町
京都府	京都市上京区	上御霊馬場町
京都府	京都市上京区	上御霊前町
京都府	京都市上京区	上立売町
京都府	京都市上京区	上立売東町
京都府	京都市上京区	上天神町
京都府	京都市上京区	上塔之段町
京都府	京都市上京区	上之町
京都府	京都市上京区	上堀川町
京都府	京都市上京区	上神輿町
京都府	京都市上京区	紙屋川町
京都府	京都市上京区	上柳原町
京都府	京都市上京区	亀木町
京都府	京都市上京区	亀屋町（油小路通上長者町下る、油小路通下長者町上る、油小路通
京都府	京都市上京区	中長者町上る、油小路通中長者町下る、上長者町通油小路西入、上長者町通油小
京都府	京都市上京区	路東入）
京都府	京都市上京区	亀屋町（河原町通荒神口東入、荒神口通河原町東入）
京都府	京都市上京区	亀屋町（千本通中立売上る、千本通中立売下る、中立売通千本西入）
京都府	京都市上京区	亀屋町（葭屋町通下長者町下る、葭屋町通出水上る、下長者町通堀
京都府	京都市上京区	川西入、下長者町通葭屋町東入、下長者町通葭屋町西入、出水通葭屋町西入、出
京都府	京都市上京区	水通葭屋町東入、出水通堀川西入）
京都府	京都市上京区	烏丸町
京都府	京都市上京区	川瀬町
京都府	京都市上京区	歓喜寺前町
京都府	京都市上京区	歓喜町
京都府	京都市上京区	観三橘町
京都府	京都市上京区	岩栖院町
京都府	京都市上京区	観世町
京都府	京都市上京区	観音寺門前町
京都府	京都市上京区	勘兵衛町
京都府	京都市上京区	菊屋町（西洞院通上長者町上る、西洞院通中立売下る、上長者町通
京都府	京都市上京区	西洞院西入、上長者町通西洞院東入）
京都府	京都市上京区	菊屋町（葭屋町通上長者町下る、葭屋町通下長者町上る、上長者町
京都府	京都市上京区	通葭屋町西入、上長者町通葭屋町東入、下長者町通葭屋町西入、下長者町通葭屋
京都府	京都市上京区	町東入、下長者町通堀川西入）
京都府	京都市上京区	北伊勢殿構町
京都府	京都市上京区	北伊勢屋町
京都府	京都市上京区	北猪熊町
京都府	京都市上京区	北蟹屋町
京都府	京都市上京区	北兼康町
京都府	京都市上京区	北玄蕃町
京都府	京都市上京区	北小路中之町
京都府	京都市上京区	北小路室町
京都府	京都市上京区	北小大門町
京都府	京都市上京区	北新在家町
京都府	京都市上京区	北俵町
京都府	京都市上京区	北仲之町
京都府	京都市上京区	北之御門町
京都府	京都市上京区	北之辺町
京都府	京都市上京区	北舟橋町
京都府	京都市上京区	北町（上の下立売通天神道西入上る、上の下立売通御前西入、上
京都府	京都市上京区	の下立売通御前西入上る、上の下立売通御前西入２丁目、上の下立売通御前西入
京都府	京都市上京区	２筋目、下長者町通御前西入、天神道上の下立売上る、天神道仁和寺街道下る、
京都府	京都市上京区	天神道下立売上る、天神道妙心寺道上る、天神道妙心寺道上る西入、仁和寺街
京都府	京都市上京区	道天神道西入下る、仁和寺街道天神道東入下る、御前通上の下立売上る、御前通
京都府	京都市上京区	上の下立売上る西入、御前通下立売上る、御前通下長者町上る西入、御前通仁
京都府	京都市上京区	和寺街道下る西入、御前通妙心寺道上る西入、御前通西裏上の下立売上る、御前
京都府	京都市上京区	通西裏下立売上る）
京都府	京都市上京区	北町（御前通五辻上る、御前通今出川上る、御前通今出川上る１
京都府	京都市上京区	丁目、御前通今出川上る２丁目、御前通今出川上る２丁目西入、御前通今出川上
京都府	京都市上京区	る２筋目、御前通今出川上る西入、御前通今出川上る東入、御前通今出川２丁目
京都府	京都市上京区	上る、御前通寺之内下る）
京都府	京都市上京区	北横町
京都府	京都市上京区	木下突抜町
京都府	京都市上京区	木屋之町
京都府	京都市上京区	九軒町
京都府	京都市上京区	京都御苑
京都府	京都市上京区	清元町
京都府	京都市上京区	桐木町
京都府	京都市上京区	錦砂町
京都府	京都市上京区	金馬場町
京都府	京都市上京区	櫛笥町
京都府	京都市上京区	薬屋町
京都府	京都市上京区	花開院町
京都府	京都市上京区	継孝院町
京都府	京都市上京区	玄蕃町
京都府	京都市上京区	玄武町
京都府	京都市上京区	幸在町
京都府	京都市上京区	荒神町（猪熊通下立売上る、猪熊通出水下る、猪熊通椹木町上
京都府	京都市上京区	る、出水通猪熊西入、出水通猪熊東入、出水通葭屋町西入）
京都府	京都市上京区	荒神町（河原町通荒神口上る、荒神口通河原町西入、荒神口通河
京都府	京都市上京区	原町東入、荒神口通寺町東入、寺町通荒神口上る）
京都府	京都市上京区	高台院竪町
京都府	京都市上京区	高台院町
京都府	京都市上京区	革堂内町
京都府	京都市上京区	講堂町
京都府	京都市上京区	革堂町（小川通一条上る、小川通武者小路下る、武者小路通小川東入）
京都府	京都市上京区	革堂町（元誓願寺通浄福寺西入）
京都府	京都市上京区	革堂仲之町
京都府	京都市上京区	革堂西町
京都府	京都市上京区	革堂之内町
京都府	京都市上京区	革堂前之町
京都府	京都市上京区	高徳寺町
京都府	京都市上京区	御三軒町
京都府	京都市上京区	小島町
京都府	京都市上京区	御所八幡町
京都府	京都市上京区	五町目
京都府	京都市上京区	五町目町
京都府	京都市上京区	小寺町
京都府	京都市上京区	小伝馬町
京都府	京都市上京区	後藤町
京都府	京都市上京区	近衛町（油小路通下立売上る、油小路通出水下る、出水通油小路西
京都府	京都市上京区	入、出水通油小路東入）
京都府	京都市上京区	近衛町（下長者町通室町西入、下長者町通室町東入、出水通烏丸西
京都府	京都市上京区	入、出水通室町東入、室町通下長者町下る、室町通出水上る、室町通出水上る
京都府	京都市上京区	東入）
京都府	京都市上京区	近衛殿表町
京都府	京都市上京区	近衛殿北口町
京都府	京都市上京区	五番町
京都府	京都市上京区	駒之町
京都府	京都市上京区	米屋町（油小路椹木町下る、油小路通丸太町上る、椹木町通油小
京都府	京都市上京区	路西入、椹木町通油小路東入、丸太町通油小路西入、丸太町通油小路東入）
京都府	京都市上京区	米屋町（今出川通寺町東入、今出川通寺町東入下る、今出川通河
京都府	京都市上京区	原町西入上る、河原町通今出川下る西入、寺町通今出川下る、寺町通今出川下
京都府	京都市上京区	る東入、中筋通今出川下る）
京都府	京都市上京区	小山町
京都府	京都市上京区	御霊町
京都府	京都市上京区	坤高町
京都府	京都市上京区	西院町
京都府	京都市上京区	皀莢町
京都府	京都市上京区	西東町
京都府	京都市上京区	幸神町
京都府	京都市上京区	栄町（石薬師通河原西入、河原町通石薬師上る、河原町通石薬
京都府	京都市上京区	師下る、河原町通今出川下る、河原町通今出川２筋目下る西、河原町通今出川
京都府	京都市上京区	下る２丁目、河原町通今出川下る２筋目西、河原町通今出川下る３丁目）
京都府	京都市上京区	栄町（大宮通一条上る西入、大宮通中立売下る、智恵光院通一条上る東入）
京都府	京都市上京区	作庵町
京都府	京都市上京区	桜井町
京都府	京都市上京区	桜木町
京都府	京都市上京区	笹屋
京都府	京都市上京区	佐竹町
京都府	京都市上京区	左馬松町
京都府	京都市上京区	三栄町
京都府	京都市上京区	三軒町
京都府	京都市上京区	讃州寺町
京都府	京都市上京区	三条殿町
京都府	京都市上京区	三助町
京都府	京都市上京区	三町目（松屋町通椹木町下る、松屋町通丸太町上る）
京都府	京都市上京区	三町目（出水通東堀川東入、出水通堀川東入、東堀川通下長者
京都府	京都市上京区	町下る、東堀川通出水上る）
京都府	京都市上京区	三丁町
京都府	京都市上京区	山王町
京都府	京都市上京区	三番町
京都府	京都市上京区	慈眼庵町
京都府	京都市上京区	七番町
京都府	京都市上京区	実相院町
京都府	京都市上京区	仕丁町
京都府	京都市上京区	信濃町
京都府	京都市上京区	芝大宮町
京都府	京都市上京区	芝之町
京都府	京都市上京区	芝薬師町
京都府	京都市上京区	下石橋町
京都府	京都市上京区	下石橋南半町
京都府	京都市上京区	下小川町
京都府	京都市上京区	下鏡石町
京都府	京都市上京区	下木下町
京都府	京都市上京区	下清蔵口町
京都府	京都市上京区	下竪町
京都府	京都市上京区	下天神町
京都府	京都市上京区	下塔之段町
京都府	京都市上京区	下之町
京都府	京都市上京区	下堀川町
京都府	京都市上京区	下丸屋町
京都府	京都市上京区	下御輿町
京都府	京都市上京区	下柳原北半町
京都府	京都市上京区	下柳原南半町
京都府	京都市上京区	下山里町
京都府	京都市上京区	下横町
京都府	京都市上京区	社家長屋町
京都府	京都市上京区	十念寺前町
京都府	京都市上京区	十四軒町
京都府	京都市上京区	主計町
京都府	京都市上京区	主税町
京都府	京都市上京区	聚楽町
京都府	京都市上京区	常泉院町
京都府	京都市上京区	上善寺町
京都府	京都市上京区	聖天町
京都府	京都市上京区	紹巴町
京都府	京都市上京区	白竹町
京都府	京都市上京区	白銀町
京都府	京都市上京区	新猪熊町
京都府	京都市上京区	新猪熊東町
京都府	京都市上京区	新夷町
京都府	京都市上京区	新烏丸頭町
京都府	京都市上京区	新北小路町
京都府	京都市上京区	新御幸町
京都府	京都市上京区	新御霊口町
京都府	京都市上京区	真盛町
京都府	京都市上京区	新建町
京都府	京都市上京区	新ン町
京都府	京都市上京区	真町
京都府	京都市上京区	信富町
京都府	京都市上京区	真如堂突抜町
京都府	京都市上京区	真如堂前町
京都府	京都市上京区	新白水丸町
京都府	京都市上京区	新桝屋町
京都府	京都市上京区	新美濃部町
京都府	京都市上京区	神明町（御前通寺之内下る、御前通今出川上る、御前通今出川上
