都道府県	市区町村	町名
大阪府	大阪市港区	市岡元町
大阪府	大阪市港区	海岸通
大阪府	大阪市港区	港晴
大阪府	大阪市港区	田中
大阪府	大阪市港区	築港
大阪府	大阪市港区	波除
大阪府	大阪市港区	福崎
大阪府	大阪市港区	弁天
大阪府	大阪市港区	三先
大阪府	大阪市港区	南市岡
大阪府	大阪市港区	八幡屋
大阪府	大阪市港区	夕凪
大阪府	大阪市大正区	泉尾
大阪府	大阪市大正区	北恩加島
大阪府	大阪市大正区	北村
大阪府	大阪市大正区	小林東
大阪府	大阪市大正区	小林西
大阪府	大阪市大正区	三軒家東
大阪府	大阪市大正区	三軒家西
大阪府	大阪市大正区	千島
大阪府	大阪市大正区	鶴町
大阪府	大阪市大正区	平尾
大阪府	大阪市大正区	船町
大阪府	大阪市大正区	南恩加島
大阪府	大阪市天王寺区	味原町
大阪府	大阪市天王寺区	味原本町
大阪府	大阪市天王寺区	生玉寺町
大阪府	大阪市天王寺区	生玉前町
大阪府	大阪市天王寺区	生玉町
大阪府	大阪市天王寺区	石ケ辻町
大阪府	大阪市天王寺区	上汐
大阪府	大阪市天王寺区	上之宮町
大阪府	大阪市天王寺区	上本町
大阪府	大阪市天王寺区	餌差町
大阪府	大阪市天王寺区	逢阪
大阪府	大阪市天王寺区	小橋町
大阪府	大阪市天王寺区	勝山
大阪府	大阪市天王寺区	空清町
大阪府	大阪市天王寺区	烏ケ辻
大阪府	大阪市天王寺区	空堀町
大阪府	大阪市天王寺区	北河堀町
大阪府	大阪市天王寺区	北山町
大阪府	大阪市天王寺区	国分町
大阪府	大阪市天王寺区	小宮町
大阪府	大阪市天王寺区	細工谷
大阪府	大阪市天王寺区	真田山町
大阪府	大阪市天王寺区	下寺町
大阪府	大阪市天王寺区	四天王寺
大阪府	大阪市天王寺区	清水谷町
大阪府	大阪市天王寺区	下味原町
大阪府	大阪市天王寺区	城南寺町
大阪府	大阪市天王寺区	真法院町
大阪府	大阪市天王寺区	大道
大阪府	大阪市天王寺区	玉造本町
大阪府	大阪市天王寺区	玉造元町
大阪府	大阪市天王寺区	茶臼山町
大阪府	大阪市天王寺区	寺田町
大阪府	大阪市天王寺区	堂ケ芝
大阪府	大阪市天王寺区	東上町
大阪府	大阪市天王寺区	東高津町
大阪府	大阪市天王寺区	悲田院町
大阪府	大阪市天王寺区	筆ケ崎町
大阪府	大阪市天王寺区	舟橋町
大阪府	大阪市天王寺区	堀越町
大阪府	大阪市天王寺区	松ケ鼻町
大阪府	大阪市天王寺区	南河堀町
大阪府	大阪市天王寺区	夕陽丘町
大阪府	大阪市天王寺区	伶人町
大阪府	大阪市天王寺区	六万体町
大阪府	大阪市浪速区	芦原
大阪府	大阪市浪速区	稲荷
大阪府	大阪市浪速区	戎本町
大阪府	大阪市浪速区	恵美須東
大阪府	大阪市浪速区	恵美須西
大阪府	大阪市浪速区	木津川
大阪府	大阪市浪速区	久保吉
大阪府	大阪市浪速区	幸町
大阪府	大阪市浪速区	桜川
大阪府	大阪市浪速区	塩草
大阪府	大阪市浪速区	敷津東
大阪府	大阪市浪速区	敷津西
大阪府	大阪市浪速区	下寺
大阪府	大阪市浪速区	大国
大阪府	大阪市浪速区	立葉
大阪府	大阪市浪速区	浪速東
大阪府	大阪市浪速区	浪速西
大阪府	大阪市浪速区	難波中
大阪府	大阪市浪速区	日本橋
大阪府	大阪市浪速区	日本橋東
大阪府	大阪市浪速区	日本橋西
大阪府	大阪市浪速区	湊町
大阪府	大阪市浪速区	元町
大阪府	大阪市西淀川区	歌島
大阪府	大阪市西淀川区	大野
大阪府	大阪市西淀川区	大和田
大阪府	大阪市西淀川区	柏里
大阪府	大阪市西淀川区	竹島
大阪府	大阪市西淀川区	千舟
大阪府	大阪市西淀川区	佃
大阪府	大阪市西淀川区	出来島
大阪府	大阪市西淀川区	中島
大阪府	大阪市西淀川区	西島
大阪府	大阪市西淀川区	野里
大阪府	大阪市西淀川区	花川
大阪府	大阪市西淀川区	姫里
大阪府	大阪市西淀川区	姫島
大阪府	大阪市西淀川区	百島
大阪府	大阪市西淀川区	福町
大阪府	大阪市西淀川区	御幣島
大阪府	大阪市東淀川区	相川
大阪府	大阪市東淀川区	淡路
大阪府	大阪市東淀川区	井高野
大阪府	大阪市東淀川区	大隅
大阪府	大阪市東淀川区	上新庄
大阪府	大阪市東淀川区	北江口
大阪府	大阪市東淀川区	柴島
大阪府	大阪市東淀川区	小松
大阪府	大阪市東淀川区	下新庄
大阪府	大阪市東淀川区	瑞光
大阪府	大阪市東淀川区	菅原
大阪府	大阪市東淀川区	大桐
大阪府	大阪市東淀川区	大道南
大阪府	大阪市東淀川区	豊里
大阪府	大阪市東淀川区	西淡路
大阪府	大阪市東淀川区	東淡路
大阪府	大阪市東淀川区	東中島
大阪府	大阪市東淀川区	豊新
大阪府	大阪市東淀川区	南江口
大阪府	大阪市東成区	大今里
大阪府	大阪市東成区	大今里西
大阪府	大阪市東成区	大今里南
大阪府	大阪市東成区	神路
大阪府	大阪市東成区	玉津
大阪府	大阪市東成区	中道
大阪府	大阪市東成区	中本
大阪府	大阪市東成区	東今里
大阪府	大阪市東成区	東小橋
大阪府	大阪市東成区	東中本
大阪府	大阪市東成区	深江南
大阪府	大阪市東成区	深江北
大阪府	大阪市生野区	生野東
大阪府	大阪市生野区	生野西
大阪府	大阪市生野区	勝山南
大阪府	大阪市生野区	勝山北
大阪府	大阪市生野区	舎利寺
大阪府	大阪市生野区	小路
大阪府	大阪市生野区	小路東
大阪府	大阪市生野区	新今里
大阪府	大阪市生野区	田島
大阪府	大阪市生野区	巽中
大阪府	大阪市生野区	巽東
大阪府	大阪市生野区	巽西
大阪府	大阪市生野区	巽南
大阪府	大阪市生野区	巽北
大阪府	大阪市生野区	鶴橋
大阪府	大阪市生野区	中川
大阪府	大阪市生野区	中川東
大阪府	大阪市生野区	中川西
大阪府	大阪市生野区	林寺
大阪府	大阪市生野区	桃谷
大阪府	大阪市旭区	赤川
大阪府	大阪市旭区	生江
大阪府	大阪市旭区	今市
大阪府	大阪市旭区	大宮
大阪府	大阪市旭区	清水
大阪府	大阪市旭区	新森
大阪府	大阪市旭区	千林
大阪府	大阪市旭区	太子橋
大阪府	大阪市旭区	高殿
大阪府	大阪市旭区	中宮
大阪府	大阪市旭区	森小路
大阪府	大阪市城東区	今福東
大阪府	大阪市城東区	今福西
大阪府	大阪市城東区	今福南
大阪府	大阪市城東区	蒲生
大阪府	大阪市城東区	新喜多
大阪府	大阪市城東区	新喜多東
大阪府	大阪市城東区	鴫野東
大阪府	大阪市城東区	鴫野西
大阪府	大阪市城東区	諏訪
大阪府	大阪市城東区	成育
大阪府	大阪市城東区	関目
大阪府	大阪市城東区	中央
大阪府	大阪市城東区	天王田
大阪府	大阪市城東区	中浜
大阪府	大阪市城東区	永田
大阪府	大阪市城東区	野江
大阪府	大阪市城東区	放出西
大阪府	大阪市城東区	東中浜
大阪府	大阪市城東区	古市
大阪府	大阪市城東区	森之宮
大阪府	大阪市阿倍野区	相生通
大阪府	大阪市阿倍野区	旭町
大阪府	大阪市阿倍野区	阿倍野筋（次のビルを除く）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（地階・階層不明）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（６階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（７階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（８階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（９階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１０階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１１階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１２階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１３階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１４階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１５階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１６階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１７階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１８階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（１９階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２０階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２１階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２２階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２３階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２４階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２５階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２６階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２７階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２８階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（２９階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３０階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３１階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３２階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３３階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３４階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３５階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３６階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３７階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３８階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（３９階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４０階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４１階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４２階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４３階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４４階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４５階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４６階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４７階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４８階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（４９階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５０階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５１階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５２階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５３階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５４階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５５階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５６階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５７階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５８階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（５９階）
大阪府	大阪市阿倍野区	阿倍野筋あべのハルカス（６０階）
大阪府	大阪市阿倍野区	阿倍野元町
大阪府	大阪市阿倍野区	王子町
大阪府	大阪市阿倍野区	北畠
大阪府	大阪市阿倍野区	共立通
大阪府	大阪市阿倍野区	三明町
大阪府	大阪市阿倍野区	昭和町
大阪府	大阪市阿倍野区	晴明通
大阪府	大阪市阿倍野区	帝塚山
大阪府	大阪市阿倍野区	天王寺町南
大阪府	大阪市阿倍野区	天王寺町北
大阪府	大阪市阿倍野区	長池町
大阪府	大阪市阿倍野区	西田辺町
大阪府	大阪市阿倍野区	橋本町
大阪府	大阪市阿倍野区	播磨町
大阪府	大阪市阿倍野区	阪南町
大阪府	大阪市阿倍野区	万代
大阪府	大阪市阿倍野区	美章園
大阪府	大阪市阿倍野区	文の里
大阪府	大阪市阿倍野区	松崎町
大阪府	大阪市阿倍野区	松虫通
大阪府	大阪市阿倍野区	丸山通
大阪府	大阪市阿倍野区	桃ケ池町
大阪府	大阪市住吉区	浅香
大阪府	大阪市住吉区	我孫子
大阪府	大阪市住吉区	我孫子東
大阪府	大阪市住吉区	我孫子西
大阪府	大阪市住吉区	上住吉
大阪府	大阪市住吉区	遠里小野
大阪府	大阪市住吉区	苅田
大阪府	大阪市住吉区	沢之町
大阪府	大阪市住吉区	清水丘
大阪府	大阪市住吉区	杉本
大阪府	大阪市住吉区	墨江
大阪府	大阪市住吉区	住吉
大阪府	大阪市住吉区	千躰
大阪府	大阪市住吉区	大領
大阪府	大阪市住吉区	帝塚山中
大阪府	大阪市住吉区	帝塚山東
大阪府	大阪市住吉区	帝塚山西
大阪府	大阪市住吉区	殿辻
大阪府	大阪市住吉区	長居
大阪府	大阪市住吉区	長居東
大阪府	大阪市住吉区	長居西
大阪府	大阪市住吉区	長峡町
大阪府	大阪市住吉区	庭井
大阪府	大阪市住吉区	万代
大阪府	大阪市住吉区	万代東
大阪府	大阪市住吉区	東粉浜
大阪府	大阪市住吉区	南住吉
大阪府	大阪市住吉区	山之内
大阪府	大阪市住吉区	山之内元町
大阪府	大阪市東住吉区	今川
大阪府	大阪市東住吉区	今林
大阪府	大阪市東住吉区	北田辺
大阪府	大阪市東住吉区	杭全
大阪府	大阪市東住吉区	桑津
大阪府	大阪市東住吉区	公園南矢田
大阪府	大阪市東住吉区	駒川
大阪府	大阪市東住吉区	住道矢田
大阪府	大阪市東住吉区	鷹合
大阪府	大阪市東住吉区	田辺
大阪府	大阪市東住吉区	照ケ丘矢田
大阪府	大阪市東住吉区	中野
大阪府	大阪市東住吉区	長居公園
大阪府	大阪市東住吉区	西今川
大阪府	大阪市東住吉区	針中野
大阪府	大阪市東住吉区	東田辺
大阪府	大阪市東住吉区	南田辺
大阪府	大阪市東住吉区	矢田
大阪府	大阪市東住吉区	山坂
大阪府	大阪市東住吉区	湯里
大阪府	大阪市西成区	旭
大阪府	大阪市西成区	岸里
大阪府	大阪市西成区	岸里東
大阪府	大阪市西成区	北津守
大阪府	大阪市西成区	北開
大阪府	大阪市西成区	山王
大阪府	大阪市西成区	潮路
大阪府	大阪市西成区	聖天下
大阪府	大阪市西成区	千本中
大阪府	大阪市西成区	千本南
大阪府	大阪市西成区	千本北
大阪府	大阪市西成区	太子
大阪府	大阪市西成区	橘
大阪府	大阪市西成区	玉出中
大阪府	大阪市西成区	玉出東
大阪府	大阪市西成区	玉出西
大阪府	大阪市西成区	津守
大阪府	大阪市西成区	鶴見橋
大阪府	大阪市西成区	出城
大阪府	大阪市西成区	天下茶屋
大阪府	大阪市西成区	天下茶屋東
大阪府	大阪市西成区	天下茶屋北
大阪府	大阪市西成区	天神ノ森
大阪府	大阪市西成区	中開
大阪府	大阪市西成区	長橋
大阪府	大阪市西成区	梅南
大阪府	大阪市西成区	萩之茶屋
大阪府	大阪市西成区	花園南
大阪府	大阪市西成区	花園北
大阪府	大阪市西成区	松
大阪府	大阪市西成区	南津守
大阪府	大阪市西成区	南開
大阪府	大阪市淀川区	加島
大阪府	大阪市淀川区	木川東
大阪府	大阪市淀川区	木川西
大阪府	大阪市淀川区	新北野
大阪府	大阪市淀川区	十三本町
大阪府	大阪市淀川区	十三元今里
大阪府	大阪市淀川区	十三東
大阪府	大阪市淀川区	十八条
大阪府	大阪市淀川区	田川
大阪府	大阪市淀川区	田川北
大阪府	大阪市淀川区	塚本
大阪府	大阪市淀川区	新高
大阪府	大阪市淀川区	西中島
大阪府	大阪市淀川区	西三国
大阪府	大阪市淀川区	西宮原
大阪府	大阪市淀川区	野中南
大阪府	大阪市淀川区	野中北
大阪府	大阪市淀川区	東三国
大阪府	大阪市淀川区	三国本町
大阪府	大阪市淀川区	三津屋中
大阪府	大阪市淀川区	三津屋南
大阪府	大阪市淀川区	三津屋北
大阪府	大阪市淀川区	宮原
大阪府	大阪市鶴見区	今津中
大阪府	大阪市鶴見区	今津南
大阪府	大阪市鶴見区	今津北
大阪府	大阪市鶴見区	鶴見
大阪府	大阪市鶴見区	徳庵
大阪府	大阪市鶴見区	中茶屋
大阪府	大阪市鶴見区	放出東
大阪府	大阪市鶴見区	浜
大阪府	大阪市鶴見区	茨田大宮
大阪府	大阪市鶴見区	緑
大阪府	大阪市鶴見区	諸口
大阪府	大阪市鶴見区	焼野
大阪府	大阪市鶴見区	安田
大阪府	大阪市鶴見区	横堤
大阪府	大阪市鶴見区	緑地公園
大阪府	大阪市住之江区	安立
大阪府	大阪市住之江区	泉
大阪府	大阪市住之江区	北加賀屋
大阪府	大阪市住之江区	北島
大阪府	大阪市住之江区	粉浜
大阪府	大阪市住之江区	粉浜西
大阪府	大阪市住之江区	柴谷
大阪府	大阪市住之江区	新北島
大阪府	大阪市住之江区	住之江
大阪府	大阪市住之江区	中加賀屋
大阪府	大阪市住之江区	南港中
大阪府	大阪市住之江区	南港東
大阪府	大阪市住之江区	南港南
大阪府	大阪市住之江区	南港北
大阪府	大阪市住之江区	西加賀屋
大阪府	大阪市住之江区	西住之江
大阪府	大阪市住之江区	浜口東
大阪府	大阪市住之江区	浜口西
大阪府	大阪市住之江区	東加賀屋
大阪府	大阪市住之江区	平林南
大阪府	大阪市住之江区	平林北
大阪府	大阪市住之江区	御崎
大阪府	大阪市住之江区	緑木
大阪府	大阪市住之江区	南加賀屋
大阪府	大阪市平野区	瓜破
大阪府	大阪市平野区	瓜破東
大阪府	大阪市平野区	瓜破西
大阪府	大阪市平野区	瓜破南
大阪府	大阪市平野区	加美鞍作
大阪府	大阪市平野区	加美正覚寺
大阪府	大阪市平野区	加美東
大阪府	大阪市平野区	加美西
大阪府	大阪市平野区	加美南
大阪府	大阪市平野区	加美北
大阪府	大阪市平野区	喜連
大阪府	大阪市平野区	喜連東
大阪府	大阪市平野区	喜連西
大阪府	大阪市平野区	背戸口
大阪府	大阪市平野区	長吉川辺
大阪府	大阪市平野区	長吉出戸
大阪府	大阪市平野区	長吉長原
大阪府	大阪市平野区	長吉長原東
大阪府	大阪市平野区	長吉長原西
大阪府	大阪市平野区	長吉六反
大阪府	大阪市平野区	流町
大阪府	大阪市平野区	西脇
大阪府	大阪市平野区	平野市町
大阪府	大阪市平野区	平野上町
大阪府	大阪市平野区	平野馬場
大阪府	大阪市平野区	平野本町
大阪府	大阪市平野区	平野宮町
大阪府	大阪市平野区	平野元町
大阪府	大阪市平野区	平野東
大阪府	大阪市平野区	平野西
大阪府	大阪市平野区	平野南
大阪府	大阪市平野区	平野北
大阪府	大阪市北区	池田町
大阪府	大阪市北区	浮田
大阪府	大阪市北区	梅田
大阪府	大阪市北区	扇町
大阪府	大阪市北区	大深町
大阪府	大阪市北区	大淀中（次のビルを除く）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（地階・階層不明）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（９階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１０階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（１９階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２０階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（２９階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３０階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーイースト（３９階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（地階・階層不明）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（９階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１０階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（１９階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２０階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（２９階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３０階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３１階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３２階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３３階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３４階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３５階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３６階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３７階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３８階）
大阪府	大阪市北区	大淀中梅田スカイビルタワーウエスト（３９階）
大阪府	大阪市北区	大淀南
大阪府	大阪市北区	大淀北
大阪府	大阪市北区	角田町
大阪府	大阪市北区	神山町
大阪府	大阪市北区	菅栄町
大阪府	大阪市北区	黒崎町
大阪府	大阪市北区	紅梅町
大阪府	大阪市北区	国分寺
大阪府	大阪市北区	小松原町
大阪府	大阪市北区	芝田
大阪府	大阪市北区	末広町
大阪府	大阪市北区	菅原町
大阪府	大阪市北区	曽根崎
大阪府	大阪市北区	曽根崎新地
大阪府	大阪市北区	太融寺町
大阪府	大阪市北区	茶屋町
大阪府	大阪市北区	鶴野町
大阪府	大阪市北区	天神西町
大阪府	大阪市北区	天神橋（１～６丁目）
大阪府	大阪市北区	天神橋（７、８丁目）
大阪府	大阪市北区	天満
